goods_id(商品ID),cat_id(商品类型ID),goods_sn(商品编号),goods_name(商品名称),click_count(商品浏览人次),goods_high(商品亮点),,market_price(市场价格),shop_price(售价),promote_price(促销价)
559,12,Pechoin000559,百雀羚草本水凝润养清滢活肤霜50g  补水保湿面霜 清润滋养护肤,10950,,861,138,108,0
560,42,Pechoin000560,百雀羚三生花舒漾细肤沁透保湿喷雾300ml  送： 随机面膜一片+随机瓶装小样一个  舒缓喷雾保湿爽肤水花酿水保湿水定妆 尤其针对敏感肌,9536,买一送二,796,168,128,128
561,43,Pechoin000561,百雀羚三生花保湿清洁黑炭面膜5片装 （买一送一）补水保湿收缩毛孔控油竹炭2种包装随机发[范爷同款],18476,买一送一,393,90,68,68
564,43,Pechoin000564,百雀羚三生花虞美人紧致弹力眼膜7ml*5组装盒装嫩肤淡化细纹5片装,3,,888,69,45,0
565,76,Pechoin000565,百雀羚三生花眼膜5片 （拍1盒发1盒，拍2盒发3盒，下单备注款式哦，不备注随机发！）（桃花*虞美人） 改善眼周 紧致 补水保湿 暗沉黑眼圈,5831,618特惠,815,68,42,42
566,70,Pechoin000566,百雀羚草本水光弹润精华液30ml 送：随机面膜2片+甘油一个+瓶装小样一个补水保湿紧致面部肌肤淡化细纹,7675,,864,278,208,0
569,30,Pechoin000569,百雀羚复颜晶采卸妆洁面乳80g 洗面奶温和清洁深度洁净不紧绷卸妆清洁两用,1727,,885,89,72,0
570,57,Pechoin000570,海之秘赋能恒润焕活洁面泡100g氨基酸洗面奶深层清洁温和舒缓,3,,888,108,88,0
580,53,Pechoin000580,百雀羚气韵肌源透润柔皙防护隔离霜（紫色）妆前乳 打底 提亮肤色 控油保湿补水,211,,888,199,128,128
581,38,28899,测试,58,,100,368,269,0
582,10,P242,测试2,2327,,1324,34333,2232,0
583,76,Pechoin000583,百雀羚三生花玫瑰花酿润妍高保湿精华水100ml*2    秋季特惠2瓶装 买一送一款  范冰冰同款小红书荐 深度滋养保湿 加倍水润柔嫩美肌亮肤 收缩毛孔,11518,买一送一,845,188,148,148
584,53,Pechoin000584,百雀羚气韵肌源透润柔皙防护隔离霜（紫色、绿色两种 默认发紫色，需要绿色请备注哦！）送：面膜一片+瓶装一个+粉扑 妆前乳 打底 提亮肤色 控油保湿补水,7949,,743,168,128,0
590,68,Pechoin000590,百雀羚 肌初赋活抚纹精华液30ml 送:随机面膜3片+随机瓶装2个 抗皱紧致滋润减退岁月痕迹  赋活年轻,5,,888,258,218,0
589,74,Pechoin000589,百雀羚三生花花漾美颜多效BB霜35g 修饰隔离遮瑕亮肤 匀净透亮,7106,,851,139,119,0
591,76,Pechoin000591,百雀羚 肌初赋活抚纹精华液30ml 小绿瓶 送:肌初赋活精华水70ml+导入仪 会员加送：因雀思听面膜4片+百雀羚橙花洗手液500g一瓶   顺丰包邮  抗皱紧致滋润减退岁月痕迹  赋活年轻,9212,买一赠七,824,298,249,249
605,74,Pechoin000605,百雀羚三生花焗油膏免蒸焗油正品修复干枯顺滑,2425,,885,78,42,0
592,43,Pechoin000592,百雀羚三生花玫瑰花酿润妍高保湿精华乳100ml  送：三生花玫瑰花酿润妍高保湿精华水60ml一瓶 水嫩光滑补水保湿锁水亮肤,8170,买一送一,880,198,165,165
595,76,Pechoin000595,百雀羚紧致菁萃原液面膜5片 （特惠送：百雀羚水光菁萃原液面膜5片/盒）补水保湿精华滋润抗皱抗衰老,8266,买一送一,779,138,99,99
602,36,Pechoin000602,百雀羚 水嫩倍现女神节优惠套装  送：百雀羚晴雨伞一把+随机面膜2片+百雀羚洗护一套  深度补水保湿抗皱 ,7047,买一送五,878,358,299,299
609,68,Pechoin000609,百雀羚肌初赋活氨基酸净颜洁面乳90g  送：随机面膜2片+肌初赋活随机小样瓶装3个 深层清洁去黑头控油祛痘氨基酸洗面奶,1839,,873,128,105,0
610,9,Pechoin000610,百雀羚气韵净颜保湿精华洁面乳100g 送百雀羚随机面膜一片+瓶装小样一个 深层清洁控油祛痘清爽补水,1489,,883,49,38,0
615,66,Pechoin000615,百雀羚帧颜淡纹修护精华水100ml 送：同款精华水20ml*2瓶 王一博同款抗初老紧致抗皱精纯视黄A醇,657,国庆特惠,887,298,278,278
616,76,Pechoin000616, 百雀羚帧颜淡纹修护精华乳100ml 双十一特惠款 （下单立减50元） 送：同系列精华水20ml*3瓶+礼品袋一个 （会员加送：百雀羚因雀思听面膜4片+百雀羚芦荟护手霜40g一支） 抗初老人参多肽视黄醇新品,453,双十一特惠款,888,358,348,348
618,76,Pechoin000618,百雀羚帧颜淡纹修护精华霜50g （ 双十一提前购） 送：同款霜8g*3瓶+礼品袋一个 会员加送：同系列帧颜水20ml+乳液20ml  淡纹修护抗衰老精华霜紧致抗皱补水保湿多肽视黄醇新品热销,415,双11特惠款,886,358,348,348
619,66,Pechoin000619,百雀羚帧颜淡纹修护眼霜15g  送：同系列精华液10ml*3支 淡化黑眼圈抗皱去细纹新品黑科技,435,买一送三,888,388,368,368
