goods_id(商品ID),cat_id(商品类型ID),goods_sn(商品编号),goods_name(商品名称),click_count(商品浏览人次),goods_high(商品亮点),,market_price(市场价格),shop_price(售价),promote_price(促销价)
358,76,Pechoin000358,百雀羚草本 肌初赋活紧致精华水+焕颜乳2件套装 送:肌初赋活洁面40g一支+因雀思听面膜3片+瓶装随机小样2个  护肤化妆品抗皱 淡化细纹,40879,,708,418,349,349
369,54,Pechoin000369,百雀羚气韵草本肌源奢白晶采雪肌乳100ml  送:面膜1片+随机瓶装小样 美白补水锁水滋润 美白去黄祛斑保湿 正品,12974,,871,198,175,0
440,64,Pechoin000440,百雀羚 至臻皙白莹泽亮肤水90ml 送:面膜1片+随机甘油+随机瓶装小样 爽肤水美白化妆水精华水补水保湿淡斑,10940,赠品,770,174,145,0
359,5,Pechoin000359,百雀羚草本丝滑凝润保湿面膜5片（1盒）面贴修护肌肤改善粗糙弹性,15640,,534,33.6,28,29
361,49,Pechoin000361,百雀羚草本菁透亮颜细肤面膜5片/盒  软化角质提亮肤色淡化细纹,16159,,777,88,72,72
362,5,Pechoin000362,百雀羚草本水嫩倍现舒养精华面膜5片（1盒）面贴膜滋养补水保湿,95690,,784,68.4,57,0
363,49,Pechoin000363,百雀羚新品 水嫩精纯清滢弹润面膜5片（1盒）特惠 买一盒送一盒 面贴补水保湿好吸收滋养,33469,,686,88,72,72
391,9,Pechoin000391,百雀羚气韵草本水嫩倍现清润精纯霜45g 送:面膜1片+随机瓶装小样 补水保湿滋润细致毛孔 正品,8830,,873,98.39,82,0
364,76,Pechoin000364,新品 百雀羚雪肌净白面膜5片/盒 美白淡斑补水保湿改善暗黄提亮肤色,13252,淡斑精品,811,252,118,118
365,28,Pechoin000365,百雀羚三生花清妍悦肤舒润卸妆水253ml  送：百雀羚心形面膜3片 卸妆液眼唇脸三合一温和清洁正品,21016,买一送三,666,128,68,68
366,36,Pechoin000366,百雀羚水嫩倍现精华水乳套装 精华水+精华乳液   新包装 送:精油香氛洗发露75ml+沐浴露75ml一套 密集滋养 锁水保湿提亮肤色 ,77100,明星产品,5757,174,145,145
367,76,Pechoin000367,百雀羚水嫩倍现至尚套装（洁面+水+霜+CC霜） 送：百雀羚随机面膜3片   滋养保湿补水滋润隔离,70614,买一送三,355,310,195,195
568,54,Pechoin000568,百雀羚气韵草本肌源奢白晶采亮肤水100ml+亮肤乳100ml 限量送蓝牙音箱一个+瓶装小样2个+三生花面膜2片 （音箱暂换为晴雨伞一把）  美白补水保湿 淡斑祛斑护肤水,8682,限量送音箱,870,376,299,298
368,76,Pechoin000368,百雀羚 水嫩倍现臻美套装(细致洁面膏+精华水+精华乳+cc霜)    送：百雀羚面膜3片,63401,买一送三,330,234,195,195
370,56,Pechoin000370,百雀羚气韵草本肌源奢采晶透洁颜膏100g 送:面膜1片+随机瓶装小样 洗面奶 保湿美白洁面膏 清洁 正品专柜,11958,,778,98,88,0
371,54,Pechoin000371,百雀羚气韵草本肌源奢白皙颜菁华露40ml 送:面膜1片+随机瓶装小样 美白祛斑淡斑保湿精华 正品,11113,,870,248,208,0
372,76,Pechoin000372,百雀羚气韵草本肌源奢白晶采亮肤水100ml  实发新包装230ml一瓶  美白补水保湿 淡斑化妆水 专柜正品,11389,中秋特惠款,816,178,156,156
373,54,Pechoin000373,百雀羚气韵草本肌源奢白晶采雪颜霜50g  送:随机面膜2片+化妆镜一个（会员加送瓶装小样1个 ）美白补水滋润 去黄祛斑面霜,12074,,853,238,198,0
375,43,Pechoin000375,百雀羚小雀幸沁润水活保湿面膜20片 滋润补水锁水舒缓肌肤正品国货,4927,,835,240,128,128
376,74,Pechoin000376,百雀羚三生花护手霜单支装40g活动特惠：买一送一，实发兰花2支 补水保湿滋润防冻防裂,16145,买一送一,775,65,48,48
377,74,Pechoin000377,百雀羚草本持妆亮采莹润清透CC霜修颜滋润自然遮瑕女保湿控油正品,14753,推荐,785,158,128,0
378,40,Pechoin000378,百雀羚三生花玲珑玉润花漾补水集 四件套保湿滋润收缩毛孔 礼盒套装,35841,,861,501.59,418,418
379,44,Pechoin000379,百雀羚三生花控油清肌净肤泥膜50g 送：随机面膜2片  补水保湿去黑头改善油性肌肤收缩毛孔,42461,,747,68,39,39
380,50,Pechoin000380,百雀羚男士净衡保湿控油洁面乳100g洗面奶 周杰伦代言男士高端新品 深层清洁控油补水保湿,18135,夏季必备,615,58,55,0
389,38,Pechoin000389,百雀羚男士净衡保湿护肤品4件套装 洁面乳+爽肤水+平衡乳+润泽霜 清爽补水控油洁面爽肤水乳凝露,15700,,828,312,258,258
381,50,Pechoin000381,百雀羚男士净衡保湿多效爽肤水100ml  送：随机瓶装小样+化妆棉 周杰伦代言男士高端新品 清爽控油收缩毛孔补水,13112,,732,78,75,0
382,51,Pechoin000382,百雀羚男士肌活劲能润泽保湿乳100g 送:男士肌活洁面40g一个  周杰伦代言男士 乳液 润肤面霜滋润保湿控油擦脸油,10552,送40g洁面一支,764,118,96,0
383,51,Pechoin000383,百雀羚 男士肌活劲能活力醒肤水100ml  送:随机瓶装小样+化妆棉 周杰伦代言男士高端新品 清爽补水保湿收缩毛孔,12855,,777,98,82,0
384,50,Pechoin000384,百雀羚男士净衡保湿畅透水凝露50g 送:随机瓶装小样+化妆棉 周杰伦代言男士高端新品  控油祛痘补水保湿乳擦脸油,11556,,830,118,85,0
385,50,Pechoin000385,百雀羚男士净衡保湿控油平衡乳100g 送:洁面40g一个 周杰伦代言男士 乳液水润保湿乳清爽补水收敛毛孔,16195,,765,88,85,0
386,51,Pechoin000386,百雀羚草本男士肌活劲能净澈洁面膏100g 送：三生花洗发露7.5ml*5袋+乳液10ml 控油清洁去油污 洗面奶 周杰伦代言男士高端新品,19627,高效清洁,635,68,55,0
387,51,Pechoin000387,百雀羚男士肌活劲能清透水凝霜50g 送:随机瓶装小样+化妆棉 周杰伦代言保湿补水控油润肤舒缓倦容面霜,12345,,795,118,108,0
448,76,Pechoin000448,百雀羚气韵肌源多效修护环采眼霜15g  双十一提前购（买一瓶送一瓶）加送：百雀羚因雀思听面膜2片+帧颜淡纹系列（中样水20g+乳液20g） 紧致抗皱淡化细纹干纹黑眼圈,15660,双十一提前购加送款,628,268,154,154
454,13,Pechoin000454,百雀羚气韵臻白臻采如玉焕亮细肤水洗面膜150g 细致毛孔美白补水保湿正品,3,,888,158,129,0
390,55,Pechoin000390,百雀羚气韵肌源赋活舒颜洁容膏100g  送:面膜1片+随机瓶装小样  深层净颜 爽滑透亮,8817,,868,105.6,88,0
392,57,Pechoin000392,海之秘 赋能恒润氨基酸洁面泡（赋能恒润焕活洁面泡）100g 送:面膜1片+随机瓶装小样 深层清洁控油保湿收缩毛孔温和正品,2813,,877,108,89,89
393,57,Pechoin000393,海之秘 赋能恒润精华能量水90ml 送:面膜1片+随机瓶装小样 补水保湿水润化妆水春季收缩毛孔  深度滋养修护,9195,,866,168,149,0
394,57,Pechoin000394,新品上市 海之秘 赋能恒润活能修护乳90ml 送:面膜1片+随机瓶装小样 女男春季补水保湿滋润肤乳正品,5919,,876,188,165,0
395,57,Pechoin000395,新品上市 海之秘 赋能恒润活能滋养霜50g  送:面膜1片+随机瓶装小样 补水保湿滋润日霜懒人霜精华霜,8373,,882,188,168,0
396,57,Pechoin000396,新品上市 海之秘 赋能恒润眼周活力润养液20ml 送:面膜1片+随机瓶装小样 紧致去淡化黑眼圈眼袋细纹补水眼霜,6478,,869,258,232,0
397,57,Pechoin000397,新品上市 海之秘 赋能恒润活能修护霜50g 送:面膜1片+随机瓶装小样 滋润保湿补水霜春季懒人霜男女士,7759,,882,218,198,0
398,57,Pechoin000398,海之秘 赋能恒润舒爽柔肤水90ml 送: 面膜1片+随机瓶装小样  补水保湿控油滋润化妆水 正品,7548,,861,187.2,156,156
399,39,Pechoin000399,海之秘赋能恒润滋养套装 (氨基酸洁面泡100g+能量水90ml+滋养霜50g+能量水25ml+修护乳25ml),8450,,878,464,355,355
400,58,Pechoin000400,新品上市 海之秘 活源倍润净透洁面泡沫100g 送:面膜1片+随机瓶装小样 洗面奶 深层清洁毛孔补水保湿控油,6548,,845,89,79,0
401,58,Pechoin000401,新品上市 海之秘 活源倍润深度滋养乳100ml 送:面膜1片+随机瓶装小样 精华乳 春季补水保湿滋润专柜正品,5179,,875,136,128,0
402,58,Pechoin000402,新品上市 海之秘 活源倍润舒缓眼露15ml  送:面膜1片+随机瓶装小样 淡化细纹眼袋黑眼圈眼部护理专柜正品,5110,,874,136,125,0
403,58,Pechoin000403,新品上市 海之秘 活源倍润保湿滋养面膜5片 补水修复滋润春季面部护肤品正品,6691,,877,88,79,0
404,58,Pechoin000404,新品上市 海之秘 活源倍润亮润眼霜20g 送:面膜1片+随机瓶装小样 淡化黑眼圈细纹提拉保湿 眼部护理正品,4770,,870,156,143,0
405,58,Pechoin000405,海之秘 活源倍润净透洁肤水100ml 送:面膜1片+随机瓶装小样 收缩毛孔春季补水保湿控油男女,6069,,868,126,98,0
406,58,Pechoin000406,新品上市 海之秘 活源倍润柔嫩细肤水100ml 送:面膜1片+随机瓶装小样 补水保湿滋润肌肤柔肤水 正品热销,6776,,859,126,115,0
407,58,Pechoin000407,新品上市 海之秘活源倍润防护保湿霜50g  送:面膜1片+随机瓶装小样 滋润护肤修护男女士春季滋润护肤品,6246,,873,141.6,118,0
408,58,Pechoin000408,新品上市 海之秘 活源倍润深度修护霜50g  送:面膜1片+随机瓶装小样 女士补水保湿懒人霜护肤品专柜正品,6565,,884,156,136,0
409,58,Pechoin000409,新品上市 海之秘 活源倍润柔嫩洁面乳100ml 送:面膜1片+随机瓶装小样 女男士温和洁净补水保湿正品,6181,,873,92,88,0
410,39,Pechoin000410,海之秘活源倍润保湿套装 (柔嫩洁面乳100g+细肤水100ml+深度修护霜50g+保湿霜8g+滋养乳20ml),3865,,884,355.2,296,296
411,59,Pechoin000411,新品上市 海之秘 水感清盈海洋矿物洁面泡100g 送:面膜1片+随机瓶装小样 深层清洁补水保湿收缩毛孔控油,7243,,862,68,65,0
412,59,Pechoin000412,新品上市 海之秘水感清盈舒缓睡眠面膜110g 送:面膜1片+随机瓶装小样 免洗 保湿收缩毛孔修护正品热销,5224,,870,98,85,0
413,59,Pechoin000413,新品上市 海之秘 水感清盈爽肤调理水100ml 送:面膜1片+随机瓶装小样 润肤化妆水 收缩毛孔调理肌肤正品热销,6062,,863,88,82,82
414,59,Pechoin000414,新品上市 海之秘水感清盈密集补水乳100ml 送:面膜1片+随机瓶装小样 滋润长效保湿修复肌肤皮脂膜 正品,5475,,876,98,88,0
415,59,Pechoin000415,新品上市 海之秘 水感清盈深度补水面膜贴5片 保湿滋润收缩毛孔提亮正品,9044,,845,78,69,0
416,59,Pechoin000416,新品上市 海之秘 水感清盈高保湿霜50g 送:面膜1片+随机瓶装小样 滋润锁水懒人面霜嫩肤正品热销,5971,,861,98,78,0
417,59,Pechoin000417,新品上市 海之秘水感清盈深度补水啫喱100ml 送:面膜1片+随机瓶装小样 滋润化妆品护肤品精华乳正品,8459,,868,98,88,0
418,59,Pechoin000418,新品上市 海之秘 水感清盈补水洗面奶100g 送:面膜1片+随机瓶装小样 深层清洁补水保湿收缩毛孔控油正品,6244,,851,78,75,0
513,40,Pechoin000513,百雀羚三生花冰清莹白4件套装 洁面+亮肤水+晶采乳液+雪凝霜 赠品如有变动不另行通知 补水均匀提亮肤色淡化色斑,9828,清爽亮白,883,666,525,525
419,59,Pechoin000419,新品上市 海之秘 水感清盈深度补水霜50g 送:面膜1片+随机瓶装小样 滋润懒人面霜 保湿正品热销,8549,,851,98,88,0
420,46,Pechoin000420,百雀羚三生花冰清莹白沁颜爽肤水100ml 清爽型  送：随机面膜2片 收细毛孔淡化色斑,13101,,800,225,149,149
421,60,Pechoin000421,新品上市 海之秘 赋能弹力滋养精华水90ml 送: 随机面膜2片 春季补水保湿紧致滋润柔肤水正品热销,8886,,865,189,168,0
422,60,Pechoin000422,新品上市 海之秘 赋能弹力活源滋养面膜贴5片 补水保湿滋润紧致面部提亮,3473,,884,239,198,0
423,60,Pechoin000423,新品上市  海之秘 赋能弹力活源修护霜50g 送:随机面膜2片  早晚霜 懒人霜补水锁水滋养紧致正品,7556,,856,239,188,0
424,60,Pechoin000424,新品上市 海之秘 赋能弹力活源滋养乳90ml 送:随机面膜2片 春季补水保湿滋润紧致女士专柜正品,8139,,870,219,188,0
425,60,Pechoin000425,新品上市 海之秘 赋能弹力修护精萃液30ml 送:面膜1片+随机瓶装小样 面部紧致修复补水保湿滋润正品,6224,,879,269,228,0
426,60,Pechoin000426,新品上市海之秘 赋能弹力紧致修护眼霜 20ml 送:面膜1片+随机瓶装小样 去细纹眼袋 补水提拉眼部护理正品,6488,,852,289,238,0
427,5,Pechoin000427,天然纯正百花蜜500g 深山原始蜂蜜包邮 美容护肤送礼佳品,23791,,847,188,98,88
428,64,Pechoin000428,新品上市  百雀羚 至臻皙白晶亮焕肤霜50g 送:面膜1片+随机甘油+随机瓶装小样 美白调理肤色延缓肌肤氧化,14907,赠品,778,188,149,0
429,64,Pechoin000429,新品上市 百雀羚 至臻皙白晶亮焕肤乳90ml 送:面膜1片+随机甘油+随机瓶装小样 美白补水保湿滋润面霜精华乳,10479,赠品,832,177.6,148,0
430,64,Pechoin000430,百雀羚 至臻皙透卸妆洁面乳80g 送:随机面膜2片+随机瓶装小样2个 深层清洁毛孔改善提亮肤色不紧绷洗面奶,9997,赠品,761,98,83,83
431,64,Pechoin000431,新品上市  百雀羚至臻皙白亮采眼部精华液20ml 送:面膜1片+随机甘油+随机瓶装小样 淡化黑眼圈干纹眼袋保湿,11126,买一送三,837,188,148,0
432,64,Pechoin000432,新品上市 百雀羚至臻皙白滋养精华液30ml 送:面膜1片+随机甘油+随机瓶装小样 美白补水保湿淡斑紧致正品,11564,赠品,751,188,155,0
433,65,Pechoin000433,新品上市 百雀羚美白2件套装  至臻皙白亮肤水90ml+焕肤乳90ml 送:6片面膜 提亮肤色淡化干纹祛斑淡斑,27061,,754,345.6,288,258
434,66,Pechoin000434, 百雀羚 水感透白焕亮水凝乳100ml 送:随机面膜1片+随机瓶装小样  补水保湿滋润舒缓提亮肤色 淡斑,14266,赠品,783,116.39,97,0
435,66,Pechoin000435,百雀羚 水感透白莹亮雪肌水100ml（清爽型）送:随机面膜1片+随机瓶装小样 爽肤水美白淡斑提亮肤色化妆品,14752,赠品,690,110.39,92,0
500,36,Pechoin000500,百雀羚草本水活能量修护礼盒4件套装 美容液+眼霜+修护乳+修护霜 补水保湿美白滋润专柜正品,29257,,872,458,388,358
436,66,Pechoin000436,百雀羚 水感透白雪颜亮肤霜50g 送:随机面膜1片+随机瓶装小样  补水保湿美白淡色斑改善暗黄,12541,赠品,793,116.39,97,0
437,66,Pechoin000437,百雀羚 水感莹透亮泽洁面乳 95ml 送:随机面膜1片  温和清洁滋养 提亮肤色洗面奶,11932,赠品,689,86,75,74
438,66,Pechoin000438,百雀羚 水感透白嫩肤精华液30ml 送:随机面膜1片+随机瓶装小样  补水保湿滋润舒缓提亮肤色 淡斑,13052,赠品,774,126,108,0
439,43,Pechoin000439,百雀羚三生花玫瑰花酿润妍高保湿眼部精华露15ml  眼霜改善眼周干燥补水淡化细纹紧致眼周,11236,玫瑰精华,827,228,174,0
441,45,Pechoin000441,百雀羚三生花玲珑玉润舒活睡眠面膜200g 送：随机面膜2片  补水保湿滋润修护,20318,,797,198,155,0
442,74,Pechoin000442,百雀羚小雀幸清澈净颜黑面膜20片 （特惠活动：送同款10片 共发30片）收缩毛孔补水保湿护肤正品女滋润控油,16336,买20片送10片,732,198,158,158
443,43,Pechoin000443,百雀羚小雀幸净肤舒润黑面膜10片  清洁细致毛孔控油保湿补水正品国货 新品,14753,,762,120,88,88
444,43,Pechoin000444,百雀羚小雀幸静润补水保湿面膜10片  散装面膜贴芦荟海藻蚕丝收缩毛孔男女 新老包装随机发,11823,特色面膜,586,128,79,79
445,30,Pechoin000445,百雀羚小雀幸静润补水保湿面膜10片装 单片装 草本海藻蚕丝芦荟面膜贴正品国货,3,,888,120,78,0
446,36,Pechoin000446,9.9付邮试吃 天然纯正百花蜜20g 只单拍(混拍不发货不退款)深山原始蜂蜜 美容护肤,3039,,784,1,0.1,0
450,8,Pechoin000450,百雀羚气韵焕亮清肌洗颜霜100g　焕白洁面乳洗面奶正品深层清洁 温和亲肤,14048,,731,51.6,43,0
452,22,Pechoin000452,百雀羚小雀幸紧弹新颜修护面膜10片   滋养补水增强肌肤弹性收敛紧致,7830,618特惠,872,120,88,88
567,74,Pechoin000567,百雀羚三生花花妍悦色保湿粉饼9g （粉嫩色)定妆持久遮瑕干湿两用散粉,4528,,871,99,89,0
542,22,Pechoin000542,百雀羚三生花母菊清颜卸妆水200ml 脸部眼唇卸妆油液乳深层清洁 送：随机面膜2片+化妆棉一盒,18063,,799,129,99,99
453,13,Pechoin000453,新品特惠 百雀羚气韵臻采如玉焕亮细肤水洗面膜150g 细致毛孔美白补水保湿正品,12418,,856,158,129,0
455,74,Pechoin000455,新品特惠 百雀羚小幸韵莲胚芽晶透焕亮黑面膜 共15片 任选3款发 补水保湿睡眠面膜免洗透亮,16475,双12特惠,705,90,69,69
600,76,Pechoin000600,百雀羚三生花茉莉盈润沐浴露500ml+玫瑰滋养沐浴露500ml  买一送一   （拍一实发两瓶） 持久留香家庭装大容量沐浴乳女清洁,7123,买一送一,881,176,85,85
456,56,Pechoin000456,百雀羚气韵肌源奢采莹透新颜面膜5片装  提亮肤色 亮肤美白改善粗黯肌质,11355,,846,129.6,108,108
457,43,Pechoin000457,百雀羚小雀幸紧弹新颜修护面膜20片 滋养补水增强肌肤弹性收敛紧致正品,7938,,858,240,128,0
458,46,Pechoin000458,百雀羚三生花冰清莹白晶透亮肤水100ml 亮肤型 送：随机面膜2片 美白淡斑细致毛孔均匀肤色,10617,,839,198,149,0
459,76,Pechoin000459,百雀羚三生花春兰花颜青春凝时尊享礼盒 送：百雀羚面膜2片+百雀羚瓶装小样2个+洗发露袋包7.5ml*2 会员加送：百雀羚晴雨伞一把+百雀羚因雀思听面膜2片 提拉紧致抗老四件套,27942,会员加送款,834,438,356,356
460,46,Pechoin000460,百雀羚三生花冰清莹白雪凝霜50g 送：随机面膜2片  新品上市 美白保湿减少黑色素淡化斑点正品,11962,,833,178,149,0
461,43,Pechoin000461,百雀羚小雀幸紧颜悦肤修护面膜10片 柔嫩细肤紧致莹润补水滋养收敛肌肤,5266,,886,105.6,88,0
462,43,Pechoin000462,百雀羚小雀幸紧颜悦肤修护面膜20片 柔嫩细肤紧致莹润补水滋养收敛肌肤,6903,,868,153.6,128,0
463,46,Pechoin000463,百雀羚三生花冰清莹白晶采乳液100ml  送：随机面膜2片 美白淡斑保湿滋养正品国货,13741,,822,178.79,149,0
464,46,Pechoin000464,百雀羚三生花冰清莹润焕新洁面乳90g 送：随机面膜1片 清洁肌肤清爽匀净正品国货,14256,,831,118,95,0
515,76,Pechoin000515,百雀羚小雀幸水光精华面膜15片（3盒） 深入补水保湿紧致女易吸收提亮肤色,7183,,873,81.6,68,68
470,40,Pechoin000470,百雀羚三生花冰清莹白5件套装 洁面乳+爽肤水+乳液+面霜+精华 美白滋养淡化色斑减少黑色素正品国货,9934,,853,826.8,689,689
465,43,Pechoin000465,百雀羚小雀幸水盈舒缓柔肤面膜10片 提升吸收力改善干燥肌肤正品国货,8369,,876,105.6,88,0
468,43,Pechoin000468,百雀羚小雀幸清滢舒缓柔护面膜20片 温和滋润提升肌肤吸收力改善干燥肌,8791,,835,153.6,128,0
466,43,Pechoin000466,百雀羚小雀幸水盈舒缓柔肤面膜20片 提升吸收力改善干燥肌肤正品国货,7341,,860,153.6,128,0
467,43,Pechoin000467,百雀羚小雀幸清滢舒缓柔护面膜10片 温和滋润提升肌肤吸收力改善干燥肌,11533,夏季特惠,793,105.6,88,88
469,46,Pechoin000469,百雀羚三生花冰清莹白雪肌精华液30ml赠品如有更换不另行通知 淡化色斑美白紧致正品国货,11028,,816,190.79,159,0
475,50,Pechoin000475,百雀羚男士净衡保湿水活润泽霜50g 送:百雀羚男士净衡保湿洁面40g一个+随机小样瓶装一个  控油祛痘补水保湿乳擦脸油面霜,11847,,810,88,72,0
474,39,Pechoin000474,海之秘赋能恒润深润修护6件套装  洁面泡能量水精华液修护乳霜润养液 新品特惠,2831,,888,699,488,0
476,50,Pechoin000476,百雀羚男士净衡保湿磨砂洁面膏100g 专柜正品清爽深度清洁去油渍,12528,,832,66,55,0
477,51,Pechoin000477,百雀羚草本男士肌活劲能保湿洁面啫喱100g专柜正品温和清洁去污渍,13991,,841,78,65,0
478,74,Pechoin000478,百雀羚小幸韵柳杉芽水漾透润黑面膜 20片装 柔软丝滑细腻肌肤黑膜,13872,,726,176,99,99
479,28,Pechoin000479,百雀羚水凝润养舒缓睡眠面膜200g免洗型补水保湿美白滋润锁水正品,15425,,764,138,108,0
480,57,Pechoin000480,海之秘赋能恒润高保湿精华液30ml补水保湿弹润滋养面部精华液肌底液补水正品,10496,,864,261.59,218,0
481,39,Pechoin000481,海之秘赋能恒润清润修护套装 焕活洁面泡能量水修复乳滋养面膜,7502,,877,427.2,356,356
482,39,Pechoin000482,海之秘赋能弹力修护套装礼盒  (滋养精华水90ml +活源滋养乳90ml+修护霜50g)  套装暂缺货发单瓶装，介意的亲请慎拍哦！送：化妆包一个+黑面膜5片 丰盈保湿 赋活肌肤水润 弹力提拉紧致抗皱,15689,年轻美态必备,819,537.6,448,438
483,39,Pechoin000483,海之秘活源倍润补水保湿套装3件套礼盒装  洁面泡洁肤水深度滋养乳送洁面仪,7742,,871,307.2,256,256
484,61,Pechoin000484,新品 海之秘深海珍萃肌源能量水150ml 补水保湿修复基底 专柜正品,11783,,863,168,136,0
485,61,Pechoin000485,海之秘深海珍萃肌源精华霜50g 滋润保湿补水滋润面霜正品专柜,9579,,885,218,188,0
486,61,Pechoin000486,海之秘深海珍萃肌源精华液30ml 补充营养滋润补水保湿专柜正品,9055,,883,258,218,0
487,61,Pechoin000487,海之秘深海珍萃肌源精华眼霜15g 淡化细纹去眼袋黑眼圈滋润正品,10744,,826,238,197,0
488,61,Pechoin000488,海之秘深海珍萃肌源精华乳150ml 送：海之秘随机面膜2片 补水保湿滋润乳液正品专柜,9529,,869,188,158,0
489,61,Pechoin000489,海之秘深海珍萃肌源洁面乳100ml 送：海之秘随机面膜一片 补水保湿清洁软化角质专柜正品,8854,,862,108,89,0
490,61,Pechoin000490,海之秘深海珍萃肌源眼部精华液20ml  送：海之秘面膜一盒 淡细纹缓解眼部疲劳正品专柜,7216,,876,258,228,0
491,40,Pechoin000491,百雀羚三生花控油清肌护肤套装 补水保湿 洁面+爽肤水+水凝霜 控油礼盒 赠品如有小变动不另行通知,13385,,864,393.59,328,328
492,30,Pechoin000492,百雀羚三生花控油清肌护肤套装 补水保湿爽肤水乳液水凝霜控油礼盒 赠品如有小变动不另行通知,3,,888,393.59,328,0
494,37,Pechoin000494,百雀羚气韵草本肌源奢白雪肌臻采礼盒  送：百雀羚晴雨伞一把+心形面膜3片+百雀羚随机甘油75g一瓶  淡斑美白补水 晶透保湿佳品,28261,买一送五,680,466,388,388
495,29,Pechoin000495,百雀羚恒彩新颜净澈洁面乳90g  清洁毛孔温和补水保湿抗皱紧致,4155,买一送二,869,118,95,95
499,36,Pechoin000499,百雀羚草本水活能量凝采礼盒 补水保湿修护滋养正品,22891,,869,448,368,0
613,76,Pechoin000613,百雀羚 新款女神节优惠套装 修护细纹 干纹改善干燥肌肤修复,1646,买一送六,886,468,388,388
496,76,Pechoin000496,百雀羚草本至臻皙白臻宠套装3件礼盒护肤套  送:百雀羚面膜5片+肌初赋活洁面乳40g一支  美白补水专柜正品包邮,23770,,798,478,378,378
497,36,Pechoin000497,百雀羚草本水感透白亮颜套装3件礼盒 送:面膜5片+随机瓶装2个 护肤补水美白专柜正品,46016,美白雪肤,731,428,239,239
498,36,Pechoin000498,百雀羚草本水盈保湿甄选礼盒 补水保湿嫩肤滋养肌肤 沁润舒缓面膜 送：百雀羚随机面膜一片+甘油一个+瓶装小样一个,37171,,829,298,198,198
501,36,Pechoin000501,百雀羚草本水凝润养至润礼盒4件套装 柔肤水（清爽型）+眼霜+盈肤乳+活肤霜 补水保湿滋润提亮肌肤专柜正品,32164,,853,398,298,298
586,74,Pechoin000586,百雀羚气韵悦己拾光亮肤蚕丝面膜 10片/盒 补水保湿水嫩提亮肌肤,7004,,867,99,39,0
502,36,Pechoin000502,百雀羚草本水凝润养至妍礼盒4件套装 洁面乳＋精华水＋精华液＋盈肤乳　补水保湿滋润嫩肤专柜正品,26308,七夕特推,855,398,298,0
585,74,Pechoin000585,百雀羚气韵悦己拾光润肤蚕丝面膜10片/盒  补水保湿润肤滋养正品,9002,推荐新品,878,99,39,39
587,76,Pechoin000587,百雀羚因雀思听深润锁水保湿面膜30片 双十一特惠   亮肤舒缓修护女,3748,,8876,240,99,99
503,39,Pechoin000503,海之秘水感清盈调理补水套装5件套补水保湿修护滋润专柜正品包邮,2067,,887,273.59,228,0
504,39,Pechoin000504,海之秘水感清盈密集补水套装7件礼盒 补水保湿嫩肤滋润专柜正品,2800,,881,399,299,0
508,38,Pechoin000508,百雀羚男士肌活劲能套装 清爽醒肤 劲爽肌肤保湿 护肤套装,17996,,827,284,255,255
549,45,Pechoin000549,百雀羚三生花玲珑玉润活肤补水喷雾70ml 清爽控油保湿舒缓爽肤水,15391,新上特卖,733,57.59,48,48
541,27,Pechoin000541,百雀羚草本水活能量恒采修护霜50g 润活焕颜 盈润赋弹 正品带防伪,3,,888,188,145,0
588,76,Pechoin000588,百雀羚气韵保湿修护芦荟凝胶180g   送百雀羚黑面膜2片 补水保湿面霜 修护祛痘淡印滋润,11438,限量抢购,827,69,48,48
545,74,Pechoin000545,百雀羚三生花比翼双生多效睫毛膏 双头浓密 卷翘纤长 自然防水不晕染,6591,店长推荐,867,118.8,99,0
546,74,Pechoin000546,百雀羚三生花翠羽眉花三色眉粉 画眉笔防水防汗防脱色不易晕染,5484,,862,106.8,89,0
547,74,Pechoin000547,百雀羚 气韵草本舒缓蒸汽热敷眼罩（薰衣草/玫瑰）下单请备注型号！  睡眠发热护眼 缓解眼疲劳 黑眼圈,12254,,873,126,105,105
550,58,Pechoin000550,百雀羚海之秘海洋清净温和卸妆液200ml 卸妆水不油清爽深层去污渍提亮肤,3,,888,105.6,88,0
551,76,Pechoin000551,百雀羚三生花玫瑰花酿修护舒缓精华露50g 特惠活动（买一送一）舒缓肌肤换季干燥所需 新品上市,6385,买一送一,841,99,68,68
552,61,Pechoin000552,百雀羚海之秘海洋清柔焕颜去角质素75g 温和去角质补水清洁清爽保湿,4615,,865,54,45,0
553,74,Pechoin000553,百雀羚小森羚温和净颜卸妆水300ml  送：洗脸巾50抽+玫瑰水乳小样各一个  脸部眼唇 温和清洁舒缓卸妆液,7237,特价促销,770,128,88,0
554,74,Pechoin000554,百雀羚三生花口红花娇艳彩滢亮唇膏 哑光持久保湿滋润不脱色（下单请备注色号，未备注随机发哦，豆沙红暂缺货！）,6525,,802,138,88,0
555,49,Pechoin000555,百雀羚周杰伦定制水光肌 深润水光面膜5片盒装【买一盒送一盒】,11222,买一送一,851,138,115,0
562,36,Pechoin000562,百雀羚水光弹润挚悦套装四件礼盒    高倍补水保湿紧致套装 送：百雀羚随机面膜5片+随机喷雾70ml+荷荷巴油（暂换为百雀羚洗手液一瓶）+体验套装一套,19491,特惠套盒,871,558,508,508
556,37,Pechoin000556,百雀羚气韵肌源多效修护钜惠礼盒 送：同系列洁面100g一支+中样水15ml*2支+中样霜5g*2支 肌源多效修护水 紧致抗皱新品,14198,买一送六,871,426,298,298
